"gene","M_C1_IL1B_Mono","M_C10_MKI67_Macro","M_C11_MT1G_Macro","M_C12_HSPA1A_Macro","M_C13_MMP9_Macro","M_C14_CD1C_cDC","M_C15_LAMP3_cDC","M_C16_LILRA4_pDC","M_C17_S100A8_Neutro","M_C18_ISG15_Neutro","M_C19_AZU1_Neutro","M_C2_S100A8_Mono","M_C20_CXCL8_Neutro","M_C3_FCGR3A_Mono","M_C4_VCAN_Mono","M_C5_CCL3_C1QA_Macro","M_C6_SPP1_Macro","M_C7_TREM2_Macro","M_C8_BMP2K_Macro","M_C9_ISG15_Macro"
"TMED10",0.5249,0.7602,0.5458,0.4595,0.7058,0.6051,0.5691,0.9406,0.1877,0.2212,0.5972,0.2325,0.2049,0.3843,0.4998,0.6583,0.8238,0.5364,0.5353,0.8014
"FOS",2.7868,2.657,2.2966,2.9281,1.6291,2.6291,2.0188,2.0183,3.0068,2.9778,2.7681,1.662,2.6763,2.6224,2.8221,3.1821,2.4203,1.9737,3.0795,2.6675
"JDP2",0.4614,0.3241,0.204,0.2781,0.9983,0.3178,0.1295,0.0685,0.3057,0.2358,0.4686,0.5103,0.0691,0.456,0.4622,0.388,0.2533,0.2024,0.6958,0.2561
"BATF",0.1258,0.138,0.0994,0.0959,0.0375,0.0736,0.0891,0.0462,0.0481,0.0538,0.1043,0.0532,0.0232,0.0901,0.1255,0.0829,0.0945,0.0738,0.0691,0.1694
"FLVCR2",0.2103,0.0915,0.1131,0.0742,0.0635,0.0986,0.0647,0.0093,0.0186,0.0364,0.1519,0.0276,0.0143,0.2881,0.2101,0.1155,0.1707,0.0712,0.2626,0.2011
"TTLL5",0.1338,0.1142,0.0261,0.0396,0.1008,0.0627,0.0494,0.1334,0.015,0.0175,0.2012,0.0651,0.0076,0.1489,0.1508,0.0534,0.0465,0.0389,0.2637,0.0514
"ERG28",0.0297,0.1124,0.0322,0.0399,0.0532,0.0689,0.0453,0.0797,0.0083,0.0103,0.0462,0.0129,0.0028,0.0358,0.047,0.0469,0.058,0.0455,0.052,0.0395
"IFT43",0.0523,0.0718,0.0751,0.0592,0.1018,0.0813,0.0958,0.0938,0.0152,0.0186,0.0608,0.0117,0.0236,0.0803,0.059,0.0715,0.0914,0.0653,0.1034,0.0811
"TGFB3",0.004,0.0036,8e-04,0.0036,0.0014,0.0043,0.0063,0.0125,0.0028,0.0064,0.0083,0.0046,0,0.0081,0.0087,0.0045,0.0033,0.003,0.0116,0.004
"GPATCH2L",0.3357,0.2306,0.1503,0.1954,0.2989,0.2016,0.2162,0.2694,0.1321,0.1414,0.3276,0.2131,0.1217,0.3044,0.3016,0.2954,0.2454,0.1332,0.4987,0.2159
"ESRRB",0.0029,5e-04,9e-04,0.003,0.0052,8e-04,0.0012,0.0027,5e-04,3e-04,0.0027,7e-04,0,0.0031,0.0066,0.003,9e-04,0.0013,0.0126,7e-04
"VASH1",0.1299,0.1853,0.0941,0.1621,0.2395,0.2707,0.1597,0.0996,0.0183,0.0391,0.1589,0.0093,0.0021,0.1236,0.1191,0.2402,0.1746,0.1911,0.5077,0.2401
"VASH1-AS1",0.0072,0.0086,0.0054,0.0019,0.0099,0.0072,0.002,0.0073,9e-04,0.0014,0.0119,0.0015,0,0.0127,0.0091,0.0103,0.0146,0.0056,0.0099,0.0083
"ANGEL1",0.0418,0.0342,0.0269,0.0282,0.0611,0.0307,0.0171,0.0268,0.0051,0.0057,0.0477,0.01,0,0.0643,0.0503,0.0526,0.0609,0.0299,0.1042,0.0457
"LRRC74A",0.0041,0.0017,0.001,0.0012,0,0.0021,7e-04,0.0018,2e-04,0.0011,0.0018,0.0012,0,0.009,0.0033,0.0015,0.0016,0.0016,0.0127,0.0025
"IRF2BPL",0.1065,0.1126,0.0733,0.1143,0.1236,0.0935,0.0575,0.2763,0.0741,0.0806,0.0601,0.022,0.0146,0.1086,0.07,0.1153,0.095,0.077,0.0824,0.1334
"CIPC",0.0265,0.0403,0.038,0.0404,0.0524,0.0338,0.0166,0.0252,0.0182,0.0214,0.0343,0.006,0.0369,0.0393,0.0308,0.0568,0.0659,0.035,0.0902,0.0367
"TMEM63C",0.0056,0.0013,0.0012,0.0036,0.0033,0.0019,0.0012,0.0011,0.0011,0.0015,0.0033,0.0011,0,0.0396,0.0053,0.001,0.0011,9e-04,0.0068,0.0019
"NGB",4e-04,1e-04,0,0,0,1e-04,0,4e-04,1e-04,0,3e-04,3e-04,0.0086,7e-04,5e-04,1e-04,3e-04,1e-04,1e-04,1e-04
"POMT2",0.0146,0.0242,0.0115,0.0146,0.0206,0.0154,0.0094,0.0322,0.0036,0.0038,0.0222,0.004,0.0047,0.0136,0.0178,0.0193,0.0225,0.01,0.0249,0.0149
"GSTZ1",0.0707,0.1423,0.0779,0.0643,0.1145,0.0934,0.062,0.1017,0.0133,0.0245,0.0975,0.0154,0.0044,0.0718,0.0647,0.0877,0.1094,0.087,0.0649,0.1164
"TMED8",0.1115,0.0953,0.0347,0.0451,0.0714,0.0521,0.046,0.1336,0.0414,0.0305,0.1601,0.065,0.0131,0.1206,0.1227,0.0571,0.0598,0.0361,0.1013,0.0555
"SAMD15",0.0047,0.0056,0.0012,0.005,0.0038,0.0025,0.0012,0.0057,8e-04,4e-04,0.0069,5e-04,0,0.0041,0.0073,0.0013,0.0013,0.0011,0.0022,0.0029
"NOXRED1",0.0128,0.0065,7e-04,0.0034,0.0092,0.0036,0.0019,0.0112,0.0017,3e-04,0.0119,0.0026,0,0.0146,0.0152,0.0037,0.0025,0.002,0.026,0.0027
"VIPAS39",0.0451,0.0463,0.0319,0.0354,0.0439,0.0414,0.0354,0.0428,0.0134,0.0144,0.0458,0.021,0.0016,0.0631,0.056,0.0494,0.0491,0.0366,0.0723,0.0531
"AHSA1",0.1702,0.399,0.2834,0.5676,0.227,0.3599,0.3014,0.2911,0.0628,0.0897,0.2604,0.046,0.0565,0.2555,0.1188,0.3711,0.3446,0.2063,0.195,0.3346
"ISM2",0.0016,9e-04,3e-04,0.0021,0,3e-04,5e-04,0.0011,3e-04,3e-04,0.0012,0.0017,0,7e-04,0.0019,5e-04,2e-04,3e-04,0.0019,3e-04
"SPTLC2",0.6703,0.3469,0.2073,0.2442,0.1036,0.3442,0.1596,0.324,0.2724,0.2353,0.7244,0.8651,0.0799,0.6337,0.7333,0.2915,0.2136,0.1813,0.532,0.4273
"ALKBH1",0.0592,0.0385,0.0222,0.0327,0.0388,0.0348,0.0247,0.0497,0.0123,0.0112,0.0674,0.0334,0.0215,0.0712,0.0755,0.0358,0.0346,0.0287,0.0867,0.0457
"SLIRP",0.3697,0.6617,0.5214,0.3542,0.6342,0.4127,0.3156,0.387,0.127,0.1414,0.4537,0.1057,0.107,0.3942,0.3548,0.4263,0.5687,0.4289,0.2605,0.5773
"SNW1",0.2935,0.3668,0.2024,0.2624,0.2617,0.3059,0.285,0.3453,0.1334,0.1654,0.282,0.2021,0.1014,0.344,0.2793,0.29,0.2972,0.2218,0.3112,0.3258
"C14orf178",0.003,0.0018,0,0.0019,0.0014,0.0022,9e-04,0.006,1e-04,0,0.0048,4e-04,0,0.0037,0.0018,0.0022,0.0013,0.0011,0.0093,0.001
"ADCK1",0.0333,0.0281,0.0153,0.0197,0.0299,0.0255,0.0182,0.0355,0.004,0.0053,0.0396,0.009,0,0.0499,0.0351,0.0339,0.0282,0.0194,0.0773,0.0277
"NRXN3",0.0073,0.006,0,0.0019,0.0164,0.0039,0.0052,0.0135,0.0038,9e-04,0.0116,0.018,0,0.0097,0.0119,0.0022,0.002,0.0017,0.0139,0.0014
"DIO2",0.0025,0.0051,0.0029,0.0112,0.0127,0.0032,0.0028,0.0055,0.0071,0.0067,0.0044,0.0019,0,0.0038,0.0024,0.0073,0.0035,0.0055,0.0128,0.0035
"DIO2-AS1",0.001,0.001,0,0,8e-04,9e-04,0,0.0071,2e-04,0,0.0023,0.0013,0,9e-04,0.0019,4e-04,1e-04,2e-04,0.0046,8e-04
"CEP128",0.0709,0.1756,0.0142,0.0298,0.0507,0.1066,0.0808,0.4789,0.0147,0.0152,0.3777,0.155,0.0061,0.0684,0.0979,0.0562,0.0335,0.0304,0.2452,0.0386
"TSHR",0.0136,0.007,0.002,0.0035,0.0121,0.0092,0.0045,0.0172,0.0079,0.0044,0.0197,0.0115,0.0053,0.0134,0.0244,0.0095,0.0035,0.0072,0.0491,0.0025
"GTF2A1",0.1558,0.1673,0.102,0.1436,0.1402,0.1227,0.1184,0.2139,0.0626,0.0632,0.1701,0.0956,0.0795,0.1868,0.1845,0.1563,0.1406,0.0897,0.4167,0.1353
"STON2",0.0257,0.021,0.0468,0.0305,0.0034,0.0395,0.0104,0.0062,0.0036,0.0084,0.0753,0.0079,0,0.0496,0.0303,0.0753,0.0207,0.0322,0.1305,0.0187
"SEL1L",0.2692,0.2301,0.2019,0.1903,0.2566,0.205,0.1849,0.2465,0.155,0.149,0.3419,0.3441,0.1163,0.2667,0.2503,0.2589,0.3111,0.1664,0.3341,0.2452
"FLRT2",0.0142,0.0071,0.0064,0.0081,0.0373,0.0036,0.0027,0.002,0.0042,0.0046,0.0062,0.0069,0.0046,0.0068,0.0098,0.0062,0.0226,0.0052,0.0218,0.0022
"GALC",0.1451,0.1417,0.0987,0.0843,0.0974,0.1053,0.1072,0.1281,0.1202,0.185,0.1557,0.1851,0.1662,0.1799,0.1587,0.1803,0.1903,0.1158,0.2874,0.1642
"GPR65",0.3128,0.396,0.2303,0.2898,0.1034,0.4496,0.4105,0.8082,0.5742,0.9318,0.2552,0.1504,0.5949,0.4224,0.3248,0.3608,0.3374,0.3114,0.5111,0.5169
"KCNK10",0.0028,0.0047,0.0012,0.0034,6e-04,0.0017,0.0017,0.371,4e-04,5e-04,0.0125,0.0013,0,0.0018,0.0025,0.0038,0.0015,0.0033,0.0124,0.0014
"SPATA7",0.0237,0.0272,0.0237,0.0323,0.0437,0.0255,0.0206,0.0311,0.005,0.0055,0.039,0.0088,0,0.041,0.0413,0.0848,0.0512,0.0443,0.1358,0.044
"PTPN21",0.0018,0.0023,0.0039,0.0014,0.0092,0.0018,0.0013,0.003,0.0017,0.0027,0.0032,0.0019,0,8e-04,0.0015,0.0037,0.0029,0.0028,0.0094,0.0026
"ZC3H14",0.0992,0.1125,0.0684,0.0737,0.1303,0.0974,0.0786,0.1122,0.0181,0.0264,0.1432,0.0743,0.0038,0.1126,0.1049,0.117,0.1145,0.0718,0.1759,0.0981
"EML5",0.0031,0.0032,6e-04,0.0014,0.004,0.0034,0.0062,0.0311,0.0016,0.0017,0.0049,0.0107,0,0.003,0.0036,0.0017,0.0024,7e-04,0.0087,6e-04
"TTC8",0.0134,0.0208,0.0152,0.019,0.0299,0.0296,0.0246,0.0205,0.0064,0.0035,0.036,0.0385,0,0.0188,0.0212,0.0303,0.0308,0.0282,0.069,0.0221
"FOXN3",1.0953,0.6335,0.2815,0.4519,0.5482,0.7087,0.452,0.4843,0.3388,0.2694,1.0354,0.9951,0.3564,1.1323,1.3144,0.6867,0.454,0.4352,1.7904,0.6014
"FOXN3-AS1",0.0153,0.0172,0.019,0.0138,0.0243,0.0169,0.0143,0.0102,0.0077,0.0116,0.0255,0.0063,0.0045,0.0168,0.0161,0.0198,0.0247,0.0129,0.0249,0.024
"FOXN3-AS2",5e-04,7e-04,0,3e-04,0,6e-04,0.0018,8e-04,1e-04,4e-04,5e-04,0,0,2e-04,3e-04,0.0012,4e-04,2e-04,0.0024,4e-04
"EFCAB11",0.0315,0.1064,0.0324,0.0303,0.0547,0.0513,0.0391,0.0366,0.0077,0.0098,0.0806,0.0147,0,0.0648,0.0397,0.047,0.0417,0.0342,0.132,0.0417
"TDP1",0.0557,0.106,0.0357,0.0395,0.0618,0.0634,0.0511,0.1277,0.0112,0.0077,0.0959,0.0546,0.0025,0.0625,0.0589,0.0438,0.042,0.0273,0.0945,0.033
"KCNK13",0.0883,0.087,0.0233,0.0396,0.0179,0.0884,0.0527,0.003,0.0052,0.009,0.06,0.0118,0.0102,0.0391,0.1075,0.065,0.0516,0.0513,0.3206,0.0698
"PSMC1",0.2584,0.4456,0.2884,0.2183,0.3961,0.2866,0.2767,0.2711,0.1267,0.121,0.2869,0.1885,0.0798,0.255,0.2582,0.2985,0.4065,0.2605,0.2014,0.446
"NRDE2",0.0874,0.0691,0.0489,0.0414,0.0828,0.0566,0.0528,0.1222,0.0313,0.0349,0.1136,0.1164,0.0225,0.0862,0.1064,0.0666,0.063,0.041,0.1126,0.0714
"CALM1",1.3583,1.8566,1.5804,1.4636,1.8282,1.6745,1.4488,1.425,1.0206,0.845,1.597,1.5402,0.4497,1.4007,1.2688,1.5992,1.8357,1.4785,1.327,1.7215
"TTC7B",0.042,0.0465,0.0324,0.0297,0.0827,0.0314,0.0321,0.006,0.0072,0.0135,0.083,0.1644,0.0048,0.052,0.0582,0.0762,0.0801,0.0419,0.2767,0.0713
"DGLUCY",0.2016,0.1418,0.0474,0.0889,0.1754,0.1109,0.0646,0.1427,0.095,0.1651,0.2411,0.0813,0.0789,0.3679,0.2313,0.1189,0.1046,0.086,0.3891,0.1267
"GPR68",0.0098,0.0078,0.0041,0.0059,0.1036,0.0253,0.0113,0.008,0.0033,0.0034,0.0084,0.0112,0.005,0.0047,0.0113,0.0048,0.0059,0.0032,0.0092,0.006
"CCDC88C",0.2048,0.0947,0.037,0.0582,0.0327,0.0555,0.0419,0.2325,0.0333,0.0366,0.2416,0.2842,0.0338,0.4824,0.2267,0.0207,0.0261,0.0205,0.0675,0.0416
"PPP4R3A",0.4891,0.3171,0.1698,0.2507,0.2613,0.3552,0.2411,0.4054,0.1474,0.168,0.5051,0.4302,0.1487,0.5337,0.3745,0.3288,0.2736,0.1492,0.4506,0.2746
"CATSPERB",0.0037,0.002,0,4e-04,0.0034,0.001,9e-04,0.0026,3e-04,8e-04,0.0035,0.0027,0,0.0026,0.0031,7e-04,8e-04,9e-04,0.0057,5e-04
"TC2N",0.015,0.0194,0.0096,0.0098,0.0224,0.0128,0.0236,0.0243,0.0074,0.0069,0.0132,0.007,0.0051,0.0161,0.0268,0.0074,0.0068,0.0077,0.025,0.0107
"FBLN5",0.0025,0.0112,0.0055,0.0069,0.0156,0.0026,0.0019,0.006,0.0031,0.0034,0.0078,0.0123,0,0.0012,0.0012,0.0087,0.0169,0.0046,0.0041,0.0061
"TRIP11",0.1794,0.1892,0.1081,0.1106,0.21,0.1532,0.1223,0.2539,0.0498,0.051,0.2009,0.1135,0.0348,0.2094,0.1911,0.1965,0.1831,0.1049,0.2529,0.1587
"ATXN3",0.2297,0.1667,0.1242,0.1491,0.1594,0.1788,0.1522,0.1905,0.0613,0.0699,0.2199,0.2031,0.0544,0.3193,0.2485,0.1588,0.1644,0.1142,0.2642,0.182
"NDUFB1",0.8125,1.0256,0.8095,0.69,0.8794,0.8306,0.6853,0.6977,0.4674,0.4586,0.9826,0.3265,0.3003,0.6713,0.893,0.676,0.8826,0.7213,0.5407,0.7522
"CPSF2",0.1818,0.1894,0.1014,0.0962,0.1414,0.1295,0.1054,0.1726,0.0504,0.0601,0.2044,0.0932,0.0256,0.1908,0.1989,0.1349,0.1407,0.091,0.1714,0.1498
"SLC24A4",0.2901,0.047,0.0923,0.0586,0.0175,0.0303,0.114,0.0071,0.0414,0.0514,0.2077,0.0915,0.0225,0.4778,0.3446,0.0269,0.0478,0.0175,0.0604,0.0218
"RIN3",0.6653,0.3681,0.2454,0.2889,0.4166,0.4192,0.2602,0.064,0.2681,0.1717,0.5374,1.0503,0.0117,0.8395,0.6336,0.368,0.3575,0.2504,0.6129,0.279
"LGMN",0.1691,0.7611,0.8464,0.468,0.6123,0.2955,0.3981,0.7209,0.0545,0.1012,0.1158,0.0146,0.0465,0.1075,0.2562,1.4247,1.4381,0.7594,1.1363,1.2052
"GOLGA5",0.0929,0.1009,0.0618,0.0727,0.1072,0.0762,0.0631,0.0931,0.0295,0.0329,0.0866,0.0511,0.0328,0.1093,0.0989,0.0897,0.0958,0.0572,0.1268,0.1053
"CHGA",8e-04,0,0,8e-04,0.0012,1e-04,6e-04,0.0015,7e-04,0.002,8e-04,2e-04,0,5e-04,0,5e-04,3e-04,2e-04,0.0019,2e-04
"ITPK1",0.2768,0.2235,0.1431,0.1484,0.1039,0.1707,0.1045,0.1009,0.1714,0.2901,0.3364,0.1021,0.0575,0.3838,0.2715,0.1604,0.1849,0.1126,0.2092,0.1426
"ITPK1-AS1",0.0033,0.0034,0.0034,0.0033,6e-04,0.0049,0.0038,0.0062,0.0022,0.0053,0.0037,9e-04,0.0046,0.0114,0.0028,0.0032,0.0026,0.0027,0.0065,0.0018
"MOAP1",0.0967,0.0636,0.0914,0.0836,0.0607,0.0769,0.059,0.0727,0.0403,0.0288,0.0883,0.072,0.0352,0.0557,0.0537,0.0973,0.0845,0.0451,0.0629,0.0641
"TMEM251",0.104,0.2043,0.28,0.2002,0.3167,0.1033,0.0676,0.0725,0.0519,0.0463,0.1762,0.0119,0.1032,0.0999,0.0839,0.1783,0.3285,0.1505,0.0905,0.1797
"GON7",0.0602,0.126,0.0908,0.0627,0.1532,0.0812,0.0544,0.0787,0.0135,0.0116,0.1188,0.0276,0.0136,0.06,0.0622,0.0593,0.0992,0.0675,0.0723,0.0607
"UBR7",0.0422,0.1167,0.0381,0.0306,0.0524,0.0547,0.0433,0.0862,0.0113,0.0143,0.0789,0.0227,0.0203,0.0508,0.0484,0.0576,0.0536,0.041,0.0749,0.0531
"BTBD7",0.4,0.2442,0.1022,0.1668,0.2549,0.2363,0.1753,0.2761,0.0798,0.0716,0.3853,0.3987,0.1743,0.3725,0.3476,0.2547,0.1785,0.1102,0.5531,0.1949
"UNC79",0.0159,0.0067,0.0036,0.0063,0.0187,0.0102,0.0072,0.0088,0.0016,3e-04,0.0124,0.0058,0.0024,0.012,0.0147,0.0105,0.0053,0.006,0.0491,0.0081
"FAM181A-AS1",4e-04,3e-04,0,0,0,0,8e-04,0,0,6e-04,0,0,0,2e-04,0,1e-04,1e-04,0,2e-04,0
"ASB2",0.0111,0.0209,0.0069,0.0134,7e-04,0.0452,0.1307,0.011,0.0079,0.018,0.0122,0.0012,0.0045,0.0334,0.008,0.0071,0.0043,0.0105,0.0087,0.0126
"OTUB2",0.0063,0.01,0.0092,0.003,0.0115,0.01,0.0027,0.0041,6e-04,2e-04,0.0075,5e-04,0,0.0058,0.0028,0.0069,0.0106,0.0048,0.0105,0.0071
"DDX24",0.3804,0.5611,0.5083,0.5392,0.4942,0.6458,0.5653,1.1393,0.1276,0.1498,0.5276,0.1651,0.083,0.4534,0.2939,0.6898,0.5973,0.3807,0.5288,0.6043
"IFI27L1",0.0261,0.1811,0.067,0.0382,0.1101,0.0547,0.0359,0.1241,0.0079,0.0091,0.0861,0.009,0.0053,0.0225,0.0279,0.0643,0.0873,0.0583,0.0375,0.0872
"IFI27",0.1023,0.725,0.9166,0.293,0.4062,0.1818,0.2796,0.4751,0.1394,0.252,0.2472,0.0333,0.0046,0.0604,0.0847,0.5806,0.8593,0.7249,0.2,1.3791
"IFI27L2",0.3873,0.5541,0.6051,0.3814,0.5624,0.4325,0.2621,0.2785,0.1298,0.1349,0.5878,0.0575,0.0292,0.2656,0.3376,0.4338,0.6155,0.4383,0.2226,0.5191
"PPP4R4",0.0018,8e-04,9e-04,8e-04,0,7e-04,0.0028,8e-04,0.001,0.0012,0.0022,3e-04,0,0.0032,6e-04,0.0011,7e-04,8e-04,0.0013,4e-04
"SERPINA1",1.3763,0.8277,1.1958,1.1719,0.3978,0.8117,0.5074,0.0922,1.3712,1.9725,1.0378,0.3529,0.986,1.7976,0.919,0.9035,1.2953,0.8997,0.4799,1.4804
"SERPINA9",1e-04,2e-04,0,0,0,1e-04,0,0.001,1e-04,0,0,0,0,2e-04,0,2e-04,4e-04,0,0,0
"SERPINA12",0,0,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,1e-04,0,0,1e-04,0
"SERPINA5",0.0011,0.0057,4e-04,0.0019,0.0043,0.0011,0.0033,0.001,3e-04,0.0011,0,0,0,0,3e-04,0.0049,0.0044,0.0015,5e-04,0.0066
"SERPINA3",0.0042,0.0248,0.002,0.0088,0.0142,0.0049,0.004,0.0017,0.0059,0.009,0.002,0.0015,0,0.0023,0.0031,0.0193,0.0112,0.014,0.0037,0.0115
"GSC",6e-04,0.0022,8e-04,8e-04,0,0.0018,0.0025,0.001,5e-04,0,0,0.0011,0,5e-04,7e-04,0.0017,4e-04,0.001,0.0014,7e-04
"DICER1",0.5046,0.2898,0.1991,0.2122,0.3486,0.2188,0.1748,0.2577,0.2432,0.2266,0.3815,0.2518,0.1146,0.6776,0.4886,0.3479,0.3305,0.1889,0.4985,0.3998
"DICER1-AS1",0.0132,0.0081,0.0079,0.0138,0.0159,0.0095,0.0079,0.0133,0.0077,0.0079,0.0104,0.0052,0.0069,0.0084,0.0109,0.0103,0.0091,0.0063,0.0149,0.0065
"CLMN",0.2988,0.0576,0.0617,0.0806,0.0709,0.0373,0.0354,0.1842,0.0317,0.0396,0.157,0.0394,0.0388,0.1797,0.256,0.0487,0.1127,0.0318,0.1411,0.0736
"SYNE3",0.1626,0.0884,0.03,0.0445,0.0813,0.073,0.063,0.1077,0.0244,0.0289,0.171,0.0773,0.0193,0.1545,0.1566,0.0478,0.0405,0.0267,0.0697,0.0478
"SNHG10",0.0184,0.0486,0.0258,0.0209,0.0346,0.0231,0.0265,0.0355,0.006,0.0073,0.0259,0.0066,0.0045,0.0126,0.0186,0.0222,0.0205,0.0143,0.0194,0.0134
"GLRX5",0.1438,0.3953,0.1784,0.1514,0.3062,0.2279,0.1693,0.3045,0.0422,0.0452,0.2419,0.046,0.0367,0.1558,0.1509,0.1778,0.2243,0.1711,0.1263,0.1734
"TCL6",8e-04,2e-04,9e-04,7e-04,6e-04,5e-04,0.001,0.0561,3e-04,0.001,3e-04,2e-04,0,9e-04,0.0015,4e-04,6e-04,8e-04,0.001,3e-04
"TCL1B",2e-04,2e-04,0,0,9e-04,3e-04,8e-04,0.0187,0,2e-04,0,8e-04,0,0,0,1e-04,1e-04,1e-04,6e-04,0
"TCL1A",0.0036,0.0086,0.0093,0.0012,0.0075,0.0033,0.0084,0.9149,0.0039,0.0031,0.0041,0.0012,0.0044,0.004,0.0031,0.0044,0.0039,0.0021,0.0041,0.0072
"TUNAR",0,0,0,0,0,1e-04,0,0.0042,1e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,0
"C14orf132",6e-04,7e-04,0.0023,0.0012,5e-04,4e-04,6e-04,0.0018,0.0012,0.0017,0.0011,8e-04,0,0.001,3e-04,0.0013,0.0011,0.0019,0.0017,6e-04
"BDKRB2",8e-04,0.0015,0,0.001,0.0011,0.001,0.0023,0.003,0.0015,0.0017,4e-04,0.0011,0,0.0012,0.0016,6e-04,8e-04,4e-04,6e-04,6e-04
"BDKRB1",4e-04,5e-04,0,7e-04,0,5e-04,2e-04,9e-04,2e-04,4e-04,0,0,0,0,7e-04,2e-04,6e-04,5e-04,4e-04,4e-04
"ATG2B",0.0907,0.0603,0.0322,0.0377,0.1391,0.0455,0.0463,0.1111,0.034,0.0191,0.0983,0.121,0.0231,0.1056,0.0981,0.0536,0.043,0.0357,0.1331,0.0424
"GSKIP",0.0507,0.0682,0.0558,0.0438,0.0644,0.0646,0.0554,0.0637,0.0361,0.0344,0.0608,0.1068,0.0202,0.0616,0.0528,0.0595,0.0742,0.0461,0.0513,0.07
"AK7",0.0031,0.0022,6e-04,4e-04,0.0022,0.0013,0.0019,0.0041,0.0022,9e-04,0.0021,0.0106,0,0.0029,0.003,5e-04,8e-04,2e-04,0.005,1e-04
"PAPOLA",0.6648,0.6216,0.469,0.5407,0.5753,0.5758,0.5779,0.5922,0.4171,0.4531,0.6264,0.5203,0.3496,0.667,0.5636,0.5644,0.5853,0.3986,0.5649,0.5733
"VRK1",0.0805,0.2655,0.0386,0.0459,0.0435,0.0891,0.088,0.1631,0.032,0.0183,0.2693,0.2921,0.0131,0.1082,0.0855,0.053,0.0527,0.0473,0.1084,0.0654
"BCL11B",0.0204,0.0286,0.0212,0.005,0.0151,0.0105,0.0191,0.0402,0.0109,0.0063,0.0157,0.007,0.0264,0.0195,0.0357,0.0085,0.0094,0.0108,0.0245,0.0182
"SETD3",0.2648,0.2434,0.1314,0.1387,0.2471,0.1971,0.1375,0.2099,0.069,0.0572,0.3371,0.4018,0.0459,0.2374,0.2375,0.2163,0.2075,0.1353,0.297,0.1872
"CCNK",0.3284,0.227,0.1286,0.1732,0.1535,0.19,0.1949,0.3187,0.1709,0.1877,0.3354,0.329,0.129,0.3611,0.3093,0.1769,0.1979,0.1083,0.3481,0.1846
"CCDC85C",0.0144,0.0137,0.0076,0.0149,0.0048,0.0126,0.0207,0.0186,0.0089,0.0079,0.0121,0.0141,0.0139,0.0148,0.0127,0.0108,0.0112,0.0062,0.0177,0.0108
"HHIPL1",4e-04,0.0012,0.0048,8e-04,0.0016,0.0013,0.0032,3e-04,6e-04,0.002,0.002,2e-04,0,0.0012,9e-04,0.003,0.0023,0.0011,0.0031,0.0012
"CYP46A1",0.0022,0.0018,0.0036,0.0029,0.0052,0.0023,0.0021,0.3071,0.001,0.0023,0.0037,0.0019,0,0.0032,7e-04,0.0019,0.0013,0.0021,0.0019,0.001
"EML1",0.0028,0.0145,0.0037,0.012,0.0661,0.0131,0.0054,0.0023,0.0035,0.0015,0.0023,0.0038,0,0.0043,0.0052,0.0353,0.0105,0.0263,0.1009,0.0096
"EVL",0.164,0.3121,0.2071,0.2266,0.1495,0.2893,0.3117,0.1601,0.059,0.1475,0.1742,0.0528,0.0668,0.5365,0.2085,0.3755,0.3786,0.3155,0.4266,0.4157
"DEGS2",0.0041,0.0084,0.0045,0.0071,0.008,0.0085,0.0077,0.0044,0.0027,0.0038,0.005,6e-04,0,0.0069,0.0067,0.0083,0.0063,0.0073,0.0138,0.0102
"YY1",0.547,0.5518,0.3144,0.4138,0.4325,0.5068,0.4345,0.581,0.2536,0.3065,0.5814,0.4384,0.1971,0.5109,0.4587,0.4512,0.4458,0.2827,0.4653,0.4368
"SLC25A29",0.074,0.055,0.0465,0.0549,0.0525,0.1232,0.1267,0.1252,0.0261,0.0179,0.0973,0.0281,0.0151,0.041,0.0651,0.0603,0.0587,0.0441,0.0836,0.0462
"WARS",0.5307,0.2436,0.2629,0.1966,0.2373,0.3044,0.481,0.2106,0.1469,0.4521,0.2783,0.1527,0.0072,1.1031,0.3297,0.1731,0.2816,0.143,0.2724,0.9502
"WDR25",0.0955,0.0429,0.0242,0.0293,0.0378,0.0379,0.032,0.0605,0.0136,0.0162,0.0726,0.0581,0.0074,0.1002,0.1063,0.0285,0.0303,0.0218,0.0881,0.0364
"BEGAIN",0.0034,7e-04,0.003,0.0013,0,9e-04,0.0019,0.0056,0.0011,3e-04,0.0046,0.0037,0,0.0187,0.0049,9e-04,0.002,0.0014,0.0022,0.001
"MEG3",0.0036,0.0121,0.0158,0.0071,0.0161,0.0064,0.0088,0.016,0.0038,0.0049,0.0082,0.005,0.0093,0.0369,0.0025,0.0075,0.008,0.0055,0.0023,0.0055
"RTL1",0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0,0,0,0
"MEG8",0.002,0.004,0.0043,0.0027,0.005,0.0019,9e-04,0.0035,0.0013,0.0019,0.006,0.0071,0,0.0136,0.0013,0.0018,0.0015,8e-04,0.0035,3e-04
"MEG9",1e-04,0,0,0,0,0,0,0,1e-04,0,0,0,0,5e-04,0,0,1e-04,0,0,0
"DIO3OS",9e-04,3e-04,0,9e-04,0.0031,4e-04,7e-04,2e-04,0.001,0,0.0017,0.0011,0,3e-04,6e-04,0.0012,6e-04,3e-04,0,4e-04
